id_web;product_id
14865;4277
;4278
;4279
15690;4280
16330;4281
16154;4283
16153;4285
16066;4286
16065;4287
15292;4288
13771;4289
16246;4297
16501;4298
16578;4299
15567;4300
16553;4301
13172;4303
15120;4304
15949;4306
15946;4307
7818;4334
13599;4336
4679;4337
12586;4348
12588;4350
15940;4352
12587;4353
12589;4355
12585;4356
9562;4357
13854;4358
13853;4359
11585;4364
11467;4391
11586;4392
13765;4393
13766;4394
11587;4395
9636;4396
12639;4397
12641;4398
12640;4399
14768;4400
3506;4401
3510;4402
3507;4404
13230;4405
7819;4406
3509;4407
15426;4558
15621;4564
;4565
15457;4566
15065;4568
13604;4573
;4577
;4578
12857;4582
14785;4584
;4594
15476;4596
14000;4597
15478;4598
;4599
15475;4600
16151;4601
15659;4602
15147;4603
15660;4604
15148;4605
15149;4606
15146;4607
15145;4609
15801;4610
15452;4611
15038;4612
15030;4613
15875;4614
16186;4615
14371;4616
10459;4617
14372;4618
11049;4619
15850;4620
15849;4621
812;4625
807;4626
805;4627
802;4628
2534;4629
793;4630
791;4631
2179;4632
804;4633
41;4634
798;4635
2361;4636
15848;4646
16525;4647
16262;4648
16261;4649
15206;4650
11849;4651
13515;4653
13514;4654
13516;4655
10814;4656
11847;4657
13517;4658
;4659
16081;4662
15402;4664
15404;4665
13647;4666
14657;4668
16053;4669
15525;4670
15527;4671
14676;4672
16057;4673
16056;4674
13762;4675
15280;4676
15282;4677
15281;4678
15283;4679
15934;4680
15933;4681
15575;4682
16239;4683
14451;4684
16324;4686
15582;4687
13736;4689
13659;4690
;4692
;4693
;4697
;4698
;4702
15465;4703
15004;4704
14699;4705
15349;4706
15466;4707
14700;4708
10775;4709
16119;4711
15667;4712
14746;4713
15361;4714
15196;4715
15657;4716
15658;4717
15670;4718
16527;4719
16513;4720
;4721
15880;4722
15879;4723
16010;4725
14950;4726
16540;4727
15729;4728
38;4729
5646;4730
8344;4731
15576;4733
16138;4734
;4738
14366;4739
13412;4740
12601;4741
;4744
14632;4748
15315;4749
13627;4750
14184;4752
15429;4753
16132;4755
14680;4757
15859;4758
16229;4759
14302;4776
16072;4778
14300;4779
13096;4780
16564;4782
13754;4783
15734;4784
15448;4785
15881;4786
15731;4788
15316;4789
15732;4790
14599;4791
15733;4792
15730;4793
12771;4794
3568;4795
14506;4797
;4798
15811;4799
16342;4858
16292;4860
15307;4861
16047;4862
16255;4863
15154;4864
16274;4865
16148;4867
14360;4869
16149;4870
;4874
16289;4876
14981;4885
15773;4886
15776;4888
16037;4889
16038;4890
15807;4891
15952;4892
15808;4893
16062;4899
16063;4900
14802;4901
13052;4902
14805;4903
14220;4904
14374;4907
14395;4908
15614;4909
13809;4910
;4911
15612;4912
13814;4913
15613;4914
15615;4915
15533;4918
15531;4919
15530;4920
15608;4921
15586;4922
15928;4923
16276;4924
16277;4925
15456;4926
15425;4927
15047;4928
15927;4929
16155;4930
16280;4931
9937;4932
16281;4933
15554;4934
15106;4936
16283;4937
13379;4938
15338;4939
15337;4940
bon-cadeau-25-euros;4954
15737;4962
15958;4963
16515;4964
16586;4965
11225;4970
;4973
16004;4974
14756;4975
16005;4976
14930;4977
13313;4978
15229;4980
14507;4994
14509;4995
14508;4996
15868;5000
14581;5001
14580;5002
15869;5003
15871;5004
15870;5006
12791;5007
11602;5008
15073;5010
14839;5016
;5017
15272;5018
14696;5019
;5020
15630;5021
11996;5024
13914;5025
13913;5026
11997;5027
531;5047
13531;5056
15711;5061
15713;5062
15715;5063
15346;5067
15345;5068
15344;5069
;5070
;5075
15755;5375
15677;5377
14561;5379
16022;5380
16011;5382
3383;5383
14149;5384
13904;5389
14141;5391
12494;5393
15462;5394
15095;5395
14626;5396
12496;5397
12315;5398
15649;5439
14809;5443
15155;5444
12194;5445
16328;5446
14469;5448
16034;5465
14679;5474
15526;5477
16305;5479
16306;5480
15138;5481
15753;5483
15756;5484
16131;5485
16130;5486
16129;5487
14712;5488
15481;5491
16146;5504
14648;5505
14192;5506
15860;5519
15863;5520
15861;5522
15862;5523
15864;5524
14819;5525
14828;5544
14827;5545
15202;5546
13959;5547
13965;5548
13958;5550
13957;5551
13520;5552
13969;5554
14715;5559
;5560
19820;5561
19821;5563
15748;5564
19822;5565
16192;5566
;5569
14730;5570
14729;5573
8463;5574
13982;5580
15944;5608
15930;5609
14912;5610
15945;5611
14915;5612
14855;5613
14856;5614
15923;5615
14845;5616
14844;5617
15921;5618
15922;5619
12366;5628
8365;5629
12365;5630
14647;5690
15812;5693
14661;5694
16304;5695
15797;5696
16094;5697
14736;5700
11736;5703
15036;5704
15360;5705
15674;5706
13557;5707
15035;5709
16121;5711
14241;5712
14982;5715
15026;5722
15116;5736
15369;5737
15566;5738
16003;5739
15127;5741
15125;5742
14323;5743
15631;5747
16147;5753
7033;5756
11258;5760
13849;5761
15818;5764
15179;5766
15185;5767
15183;5768
15254;5769
15178;5770
15184;5771
15180;5772
15264;5773
14338;5777
15561;5778
16213;5779
14692;5794
13291;5795
13895;5796
15688;5797
14461;5799
14689;5800
11277;5801
15399;5802
13572;5803
14955;5804
;5805
13567;5806
15471;5807
;5808
15080;5809
14429;5810
15238;5815
15237;5816
14600;5817
15241;5818
11933;5819
15240;5820
15325;5826
15328;5827
15329;5829
15775;5890
15774;5891
14983;5892
13910;5893
16539;5894
15910;5896
12339;5899
12869;5900
14095;5902
14099;5903
15856;5904
12881;5905
15857;5906
12882;5907
15227;5912
10014;5913
14265;5914
14774;5916
14775;5917
14773;5918
15343;5922
15351;5925
16323;5930
523;5932
15432;5950
16472;5951
;5952
14379;5953
15609;5954
14377;5955
15895;5956
13577;5957
15577;5958
15766;5959
15892;5960
16326;5962
15574;5963
13662;5964
11669;5967
13215;5968
13211;5969
15342;6035
15318;6038
13073;6041
16159;6042
16264;6047
14899;6049
15134;6050
16133;6070
16028;6072
15951;6073
15487;6093
15486;6094
15489;6095
15529;6100
14089;6101
14100;6103
14092;6104
14090;6105
14106;6106
14101;6107
14797;6108
15201;6109
;6125
14923;6126
14573;6127
14569;6128
14570;6129
15834;6137
14596;6201
15126;6202
14604;6204
16565;6205
16580;6206
16077;6207
13996;6212
15072;6213
11601;6214
12790;6215
15070;6216
16096;6221
7032;6222
15324;6223
15162;6225
15161;6226
15163;6227
16273;6278
16247;6279
15654;6280
15710;6299
15745;6301
;6324
15678;6325
;6327
15810;6328
15779;6567
15707;6568
15705;6569
15706;6570
15704;6572
15473;6573
15479;6575
15647;6578
15769;6584
15434;6585
15764;6592
;6594
16071;6615
15781;6616
16031;6617
15539;6618
16046;6620
15204;6621
15205;6622
15790;6626
15791;6627
15792;6628
15793;6629
15795;6631
15794;6632
15763;6635
16152;6663
15661;6664
16068;6665
16067;6666
8193;6738
16144;6751
15256;6753
;6821
;6824
;6825
;6826
;6864
;6866
;6869
;6875
15735;6884
14897;6886
15736;6887
;6898
;6899
;6900
;6901
;6902
;6903
;6904
;6905
;6906
;6907
;6908
;6909
15740;6920
15845;6926
15741;6928
16135;6930
;7008
;7009
;7010
;7015
15891;7023
15887;7025
;7081
;7084
;7085
;7086
;7087
;7088
;7131
;7132
;7133
;7136
;7137
;7159
;7161
;7162
;7163
;7164
;7168
;7169
;7170
;7192
;7193
;7194
;7195
;7196
;7200
;7201
;7203
;7204
13127-1;7247
14680-1;7329
16230;7338
